id,name,parent_company
552,hospira costa rica ltd  hospira inc,Pfizer
554,hospira costa rica ltd  icu medical inc salt lake city  icu medical de méxico s a c v,Pfizer
555,hospira inc  hospira costa rica ltd,Pfizer
556,philips digital mammography sweeden ab  philips medical systems dmc gmbh  metaltronica spa  philips healthcare suzhou co ltd,Philips
557,philips electronics india  philips india limited,Philips
558,philips healt hcare suzhou  co ltd  philips medical systems nederland bv,Philips
561,philips medical system technologies ltd  dunlee división of philips medical systems cleveland inc  philips medical systems cleveland inc  philips and neusoft medical system,Independent
564,philips medical systems cleveland inc  philips nuclear medicine inc,Philips
566,philips medical systems  invivo corporation  philips medizin systeme boeblingen gmbh  sanminasci systems singapore pte ltd  shenzhen goldway industrial inc  witt biomedical corporation,Philips
567,philips medical systems  philips goldwayshenzhen industrial inc,Philips
568,philips medical systems ltda philips ultrasound inc,Philips
570,philips medical systems dmc gmbh  philips healthcare suzhou co ltd  philips india limitedindia,Philips
571,philips medical systems nederland bv  philips electronics india  philips india limited,Philips
572,philips medical systems nederland bv  philips healthcare  suzhou co ltd,Philips
573,philips medical systems technologies ltd  philips medical systems cleveland inc,Philips
574,philips ultrasound inc  philips medical systems  sanminasci systems singapore pte ltd,Philips
575,philips ultrasound inc  philips medical systems,Philips
576,respironics  inc,Philips
577,respironics inc sleep therapy,Philips
578,respironics inc sleep therapy  mini mitter companyinca respironicsinc company  respironics georgiainc,Philips
579,respironics respiratory drug delivery uk ltd  respironics inc  respironics california inc  respironics medical products shenzhen co ltd,Philips
580,volcano corporation usa,Philips
581,witt biomedical corporation  philips medical systems  invivo corporation  philips medizin systeme boeblingen gmbh  sanminasci systems singapore pte ltd  philips goldway shenzhen industrial inc,Philips
582,prodol meditec limited,Prodol Meditec Sa
583,profilatex sa de cv,Profilatex S.A. De C.V.
584,promedon sa,Promedon S.A.
585,oridion medikal 1987 ltd,Q-Core Medical Ltd
586,qiagen  importer quimiolab ltda,Qiagen N.V.
587,quiagen gmbh  imported by gentech sas,Qiagen N.V.
588,quigen gmbh  importer quimiolab  sas,Qiagen N.V.
589,rand srl,Rand Spa
590,randox  imported by  labcare de colombia ltda,Randox Holdings Limited
591,randox laboratories ltd  imported by  labcare  de  colombia  ltda,Randox Holdings Limited
592,randox laboratories  importer siemens sa,Randox Holdings Limited
595,randox laboratories canada limited,Randox Holdings Limited
599,randox laboratories ltd  imported by siemens sa,Randox Holdings Limited
600,rayner lntraocular lenses limited,Rayner Surgical Group Limited
601,resmed inc,"Resmed, Inc."
602,resmed paris  resmed west coast warehouse  resmed germany inc  resmed ltd  resmedduncan distribution center  resmed asia operations pty ltd  resmed corp,"Resmed, Inc."
603,resmedduncan distribution center  resmed germany inc  resmed corp  resmed ltd  resmed paris  resmed west coast warehouse  resmed asia operations pty ltd,"Resmed, Inc."
604,disetronic medical systems inc,Roche Holding Ag
606,productos roche sa,Roche Holding Ag
607,roche,Roche Holding Ag
608,roche diagnostics mannheim gmbh  imported by productos roche sa,Roche Holding Ag
609,roche  importer productos roche sa,Roche Holding Ag
611,roche roche diagnostics gmbh,Roche Holding Ag
620,roche diagnostics gmbh  roche diagnostics international ltd  roche diagnostics graz gmbh,Roche Holding Ag
621,roche diagnostics gmbh  roche diagnostics international ltd,Roche Holding Ag
626,roche diagnostics international ltd  roche diagnostics graz gmbh  roche diagnostics gmbh,Roche Holding Ag
628,roche molecular systems  importer productos roche sa,Roche Holding Ag
629,rochem biocare colombia sas,Roche Holding Ag
631,argon medical devices inc,Roundtable Healthcare Partners Lp
632,rti biologics inc  rti surgical,Rti Surgical Inc
633,sebia  imported by  annar  diagnostica  import  ltda,Sam Topco
635,samsung electronics uk limited,"Samsung Electronics Co., Ltd."
636,schaerer medical ag,Schaerer Medical Ag
637,schiller ag,Schiller Holding Ag
638,schiller américas inc,Schiller Holding Ag
639,cardiotek bv,Schwarzer Cardiotek Gmbh
640,paul hartmann ag,Schwenk Limes Gmbh & Co. Kg
642,seskui diagnostics  importer abbott laboratories de colombia,Sekisui Chemical Co. Ltd.
643,sentinel chspa  imported by    abbott  laboratories  de  colombia sa,Sentinel Ch. Spa
645,microport orthopedics pty ltd,Shanghai Microport Medical (Group) Co. Ltd.
646,shenzshenzhen mindray biomedical electronics coltd,Shenzhen Mindray Bio-Medical Electronics Co. Ltd.
648,shenzhen  new  industries  biomedical  engineering  co ltd snibe co ltd  importer velez lab sas,Shenzhen New Industries Biomedical Engineering Co. Ltd.
649,ssmr siemens shenzen magnetic resonance ltd  siemens healthcare gmbh  siemens ag,Siemens Ag
650,dade behring inc  imported by siemensvelezlab,Siemens Ag
651,siemens,Siemens Ag
652,siemens  healthcare  diagnostics  inc  importersiemens healthcare colombia,Siemens Ag
657,siemens ag  siemens shanghai medical equipment ltd,Siemens Ag
658,siemens ag  siemens shanghai medical equipment ltd  siemens healthcare gmbh,Siemens Ag
659,siemens ag  siemens shenzhen magnetic resonance ltd,Siemens Ag
660,siemens ltda siemens ag medical solutions group,Siemens Ag
662,siemens health care diagnostics inc  siemens health care diagnostics manufacturing limited,Siemens Ag
667,siemens healthcare diagnostics  products gmhb  siemens healthcare diagnostics  products inc  importer  siemens  healthcare  diagnostics  ltda,Siemens Ag
668,siemens healthcare diagnostics  importer  siemens  healthcare  rochem  colombia  biocare colombia sas,Siemens Ag
671,siemens healthcare diagnostics  imported by velez lab y cia  siemens healthcare  diagnostics,Siemens Ag
687,siemens healthcare diagnostics inc  imported by siemens sa y velez lab,Siemens Ag
689,siemens healthcare diagnostics manufacturing ltd  siemens healthcare diagnostics inc,Siemens Ag
690,siemens healthcare diagnostics inc  siemens helathcare diagnostics manufacturing limited  siemens healthcare diagnostics mfg ltd  stratec biomedical switzerland ag,Siemens Ag
698,siemens medical solutions usa inc ultrasound division,Siemens Ag
699,siemens medical solutions diagnostics  imported by siemens sa,Siemens Ag
704,siemens shanghai medical equipment ltd  siemens healthcare gmbh  siemens ag,Siemens Ag
705,siemens shanghai medical equipment ltd  siemens ag,Siemens Ag
707,siemens shenzhen magnetic resonance ltd  siemens healthcare gmbh,Siemens Ag
711,silimed  lndustria de lmplantes ltda,Silimed - Indústria De Implantes Ltda
712,schwager medica fabrica paa sis medical ag,Sis Medical Ag
714,smiths medical asd inc  st paul,Smiths Group Plc
716,vygon usa,Soc Part Financiere Pierre Simonet
717,laboratoires pharmaceutiques vygon,Soc Part Financiere Pierre Simonet
719,sedecal sa sociedad española de electromedicina y calidad sa,Sociedad Española De Electromedicina Y Calidad Sa
720,groupe  lepine,Societe De Participations Lyonnaises Industrielles Et Commercial Es
721,sophysa,Sophysa
722,diagnostica stago inc,Stago International
723,diagnostica stago sas  imported by  annar  diagnostica  import  sas,Stago International
724,dräguer medical gmbh,Stefan Dräger Gmbh
725,varian medical systems beijing co ltd,Stefan Dräger Gmbh
726,draeger medical systems inc  drägerwerk ag  co kgaa,Stefan Dräger Gmbh
729,draegerwerk ag  co kgaa,Stefan Dräger Gmbh
730,drägerwerk ag  co kgaa  drager medical gmbh,Stefan Dräger Gmbh
732,stephanix,Stephanix
733,steris mexico s de rl de cv,Steris Plc
734,gaymar industries inc,Stryker
735,heartsine technologies limited,Stryker
736,howmedica  osteonics  corp  ahora  conocido  como  stryker  orthopedics  lisi medical orthopaedics  stryker ireland limited,Stryker
737,howmedica osteonics corp  stryker corporation,Stryker
738,physiocontrol inc usa,Stryker
740,sage products inc comfort personal cleasing products,Stryker
741,small bone innovations international sas,Stryker
743,stryker gmbh,Stryker
744,stryker instruments  stryker irelandinstruments,Stryker
745,stryker ireland limited  howmedica  osteonics  crop  ahora  conocido  como  stryker  orthopedics  lisi medical orthopaedics,Stryker
747,stryker ireland limited  howmedica osteonics crop  stryker orthopedics  lisi medical orthopaedics,Stryker
748,stryker leibinger gmbh  co kg  stryker gmbh,Stryker
749,stryker medical  muka metal ticaret ve sanayi as,Stryker
751,stryker medtech kk,Stryker
752,stryker neurovascular cork  stryker neurovascular,Stryker
754,suzhou hengxiang import  export co ltd,Suzhou Hengxiang Import & Export Company Limited
755,sysmex  corporation  importer productos roche sa,Sysmex Corp.
756,sysmex corporation,Sysmex Corp.
758,sysmex corporation  sysmex corporation kakogawa factory,Sysmex Corp.
759,sysmex corporation  sysmex corporation kakogawa factory  sysmex ra co ltd,Sysmex Corp.
760,sysmex do brasil  imported by sysmex colombia sas,Sysmex Corp.
761,syncardia systems llc,Tah Windown Inc.
762,arrow internacional de chihuahua sa de cv  arrow international inc  arrow,Teleflex Incorporated
763,arrow interventional inc  arrow international cr  arrow internacional de chihuahua sa de cv  arrow international  arrow international cr as  arrow international inc,Teleflex Incorporated
765,teleflex medical  hudson respiratory care tecate s de rl de cv  teleflex medical de méxico s de rl de cv,Teleflex Incorporated
766,teoxane sa,Teoxane S.A.
767,microvention europe  microvention inc,Terumo Corp.
768,terumo bct inc,Terumo Corp.
769,terumo bct inc  terumo bct vietnam co ltd,Terumo Corp.
770,terumo cardiovascular  systems corporation,Terumo Corp.
772,terumo corporation  terumo medical corporation,Terumo Corp.
773,terumo europe n v,Terumo Corp.
774,terumo latin america corporation  cincinnati subzero products inc,Terumo Corp.
775,terumo latin america corporation  terumo corporation,Terumo Corp.
776,ortho clinical diagnostic  imported by  johnson    johnson  de  colombia sa,The Carlyle Group Lp
777,ortho  clinical diagnostics inc  importer  ortho  clinical  diagnostics  colombia sas,The Carlyle Group Lp
778,ortho clinical diagnostics inc ortho,The Carlyle Group Lp
788,ortho clinical diagnostics  imported by      johnson    johnson  de  colombia  sas  y    ortho  clinical  diagnostics  colombia sas,The Carlyle Group Lp
789,ortho clinical diagnostics  tecan schweiz ag,The Carlyle Group Lp
790,ortho clinical diagnostics colombia sas  importer ortho clinical diagnostics inc,The Carlyle Group Lp
801,cooper surgical inc,"The Cooper Companies, Inc."
802,coopervision inc ocular sciences,"The Cooper Companies, Inc."
803,origio inc,"The Cooper Companies, Inc."
804,brahms gmbh,Thermo Fisher Scientific Inc
805,brahms  importer velez lab,Thermo Fisher Scientific Inc
806,invitrogen corporation life technologies corp  importer arc analisis ci ltda,Thermo Fisher Scientific Inc
807,one lambda inc  imported by biologia molecular ltda,Thermo Fisher Scientific Inc
808,oxoid limited parte de thermo fischer scientific  inc  importer  quimicos y reactivos sas quimirel  sigla quimirel sas,Thermo Fisher Scientific Inc
809,oxoid limited  importer  quimicos  y  reactivos  sas  quimirel  sas,Thermo Fisher Scientific Inc
810,oxoid limited  imported by quimirel ltda,Thermo Fisher Scientific Inc
811,phadia ab,Thermo Fisher Scientific Inc
813,phadia ab  imported by ropsohn therapeutics ltda,Thermo Fisher Scientific Inc
815,remel europe limited  imported by      quimicos  y  reactivos  ltda quimirel ltda,Thermo Fisher Scientific Inc
817,thermo fischer scientific inc  imported by      quimicos  y  reactivos  sas quimirel,Thermo Fisher Scientific Inc
818,thermo fisher scientific  importer velez lab sas,Thermo Fisher Scientific Inc
819,thermofisher scientific  oxoid  importer    quimicos  y  reactivos  ltda  quimirel  ltda,Thermo Fisher Scientific Inc
820,tosoh aia,Tosoh Corp.
821,tosoh aia  tosoh bioscience inc,Tosoh Corp.
822,spinreact sa  importer annar diagnostica import,Toyobo Co. Ltd.
823,bvi beaver  visitec international inc,Tpg Capital Management L.P.
824,convatec dominican republic inc  convatec inc  convatec a division of er squibb  sons llc,Triona Holding Sa
825,b braun medical limited,Triona Holding Sa
826,oft vision indústria e comércio ltda,Urgo Group
827,varian medical systems beijing co ltd,Varian Medical Systems Inc
828,varian medical systems imaging laboratory gmbh  varian medical systems inc,Varian Medical Systems Inc
829,geomed medizin technik gmbh  co kg,Vbm Medizintechnik Gmbh
830,villa sistemi medicali spa,Villa Sistemi Medicali Spa
831,villa sistemi medicali spa  dunlee división of philips medical systems cleveland inc  philips medical systems nederland bv,Villa Sistemi Medicali Spa
832,esaote europe  esaote spa,Wansheng Medical Investments (Hong Kong) Limited
834,weinmann emergency  medical technology gmbh  co kg,Weinmann Emergency Medical Technology Gmbh + Co. Kg
835,instrumentation laboratory co  importer rochem biocare colombia sa,Werfenlife Sa.
836,tournier inc,Wright Medical Group Nv
837,wright medical technology inc  microport orthopedics inc,Wright Medical Group Nv
838,wright medical technology inc  wright medical uk ltd,Wright Medical Group Nv
839,orgentec  diagnostika  gmbh   importer biosciences sas,Wshp Luxco 3 Sarl
840,biomet 3i inc,Zimmer Biomet Holdings
841,biomet orthopedics inc  zhejiang biomet medical products co ltd,Zimmer Biomet Holdings
842,biomet sport medicine  zhejiang biomet medical products co ltd  changzhou biomet medical devices co ltd,Zimmer Biomet Holdings
843,unico distribuidor biomet 3i inc  biomet 3i dental iberica vlc cislas baleares  biomet spain orthopadic sl españa para biomet  biomet 3i dental iberica sl  lx  precision  shanghai  co  ltd  de  china  para  biomet  3i  de estados unidos de américa  changzhou  biomet  medical  devices  co  ltd  china  para  biomet 31 estados unidos,Zimmer Biomet Holdings
